,loc,,,,,,,,,,,,,,,,,,,sp,no,,,spz,%FILARIA,IR_character,IR,,,allele,,,
COUNTRY,,LAT,LONG,TIME PERIOD OF STUDY,YEAR START,YEAR END,COLLECTION METHOD,METHOD OF SAMPLING COLLECTION,"SAMPLING METHOD_IR (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_PSC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ETC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_HLC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ORC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_LC (0- No, 1- Yes, 2- In combination, 9- Unknown)",STAGE OF COLLECTION,"COLLECTION STAGE (1- AC,2- LC,3- AC+LC, 4- LC+PC, 9-Unknown)",MORPHOLOGICAL IDENTIFICATION METHOD,MOLECULAR IDENTIFICATION METHOD,ID METHOD,,,S form,M form, ,,,,,KDR allele,,Comment,AUTHOR,REFERENCE
NIGERIA,Bolorumpelu,6.55,3.27,June 1963 - June 1964,1963,1964,"SC, Exit Window trap",PSC + ETC,0,2,2,0,0,0,AC,1,,,,An. gambiae s.l,90,,,,,,,,,,Indoor spraying with Folithion,Bar-Zeev & Bracha 1965,[83]
NIGERIA,Bodore,6.43,3.85,June 1963 - June 1964,1963,1964,"SC, Exit Window trap",PSC + ETC,0,2,2,0,0,0,AC,1,,,,An. gambiae s.l,283,,,,,,,,,,Indoor spraying with Carbaryl,Bar-Zeev & Bracha 1965,[83]
NIGERIA,Akesan,6.54,3.22,June 1963 - June 1964,1963,1964,"SC, Exit Window trap",PSC + ETC,0,2,2,0,0,0,AC,1,,,,An. gambiae s.l,516,,,,,,,,,,,Bar-Zeev & Bracha 1965,[83]
NIGERIA,Kankiya ,12.54,7.83,April - Dec 1963,1963,1963,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex ,1469,,,0.76,,,,,,,,Foll et al 1965,[84]
NIGERIA,Kankiya ,12.54,7.83,April - Dec 1963,1963,1963,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. nili,1,,,,,,,,,,,Foll et al 1965,[84]
NIGERIA,Kankiya ,12.54,7.83,April - Dec 1963,1963,1963,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,5019,,,2.48,,,,,,,,Foll et al 1965,[84]
NIGERIA,Kankiya ,12.54,7.83,April - Dec 1963,1963,1963,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex ,806,,,0.37,,,,,,,Field trial. Sprayed with Dichlorvos,Foll et al 1965,[84]
NIGERIA,Kankiya ,12.54,7.83,April - Dec 1963,1963,1963,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. nili,2,,,,,,,,,,Field trial. Sprayed with Dichlorvos,Foll et al 1965,[84]
NIGERIA,Kankiya ,12.54,7.83,April - Dec 1963,1963,1963,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. leesoni,1,,,,,,,,,,Field trial. Sprayed with Dichlorvos,Foll et al 1965,[84]
NIGERIA,Kankiya ,12.54,7.83,April - Dec 1963,1963,1963,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,2525,,,6.55,,,,,,,Field trial. Sprayed with Dichlorvos,Foll et al 1965,[84]
NIGERIA,Kaduna area,10.52,7.44,1963,1963,1963,LC,LC,0,0,0,0,0,1,LC,2,,,,An. gambiae s.l,932,,,,,,,,,,,Service 1971,[141]
NIGERIA,Kankiya ,12.54,7.83,1963 - 1964,1963,1964,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,5085,,,1.19,,,,,,,This is the total no of mosquitoes dissected for sporozoites. I manually collated all the numbers given per month. Absolute nos caught were not given,"Foll & Pant, 1966",[85]
NIGERIA,Kankiya ,12.54,7.83,1963 - 1964,1963,1964,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,1149,,,0.45,,,,,,,This is the total no of mosquitoes dissected for sporozoites. I manually collated all the numbers given per month. Absolute nos caught were not given,"Foll & Pant, 1966",[85]
NIGERIA,Kaduna area,10.52,7.44,1963 - 1964,1963,1964,Eggs obtained from gravid females from village,IR,1,0,0,0,0,0,AC,1,Cross mating,,Cross mating,An. gambiae s.s.,667,,,,,,,,,,Indoor spraying with dieldrin. Only no of females  given,"Service and Davidson, 1964",[40]
NIGERIA,Kaduna area,10.52,7.44,1963 - 1964,1963,1964,Eggs obtained from gravid females from village,IR,1,0,0,0,0,0,AC,1,Cross mating,,Cross mating,An. gambiae s.s.,103,,,,,,,,,,Indoor spraying with DDT. Only no of females  given,"Service and Davidson, 1964",[40]
NIGERIA,Kaduna area,10.52,7.44,1963 - 1964,1963,1964,Eggs obtained from gravid females from village,IR,1,0,0,0,0,0,AC,1,Cross mating,,Cross mating,An. gambiae s.s.,152,,,,,,,,,,Only no of females  given,"Service and Davidson, 1964",[40]
NIGERIA,Kangimi,10.73,7.6,April - May 1963,1963,1963,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus s.s.,1892,,,,,,,,,,,Service 1964c,[81]
NIGERIA,Kangimi,10.73,7.6,April - May 1963,1963,1963,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,1680,,,,,,,,,,,Service 1964c,[81]
NIGERIA,Kangimi,10.73,7.6,"Sept, 1963",1963,1963,,,9,9,9,9,9,9,AC,1,,,,An. funestus s.s.,71,,,,,Resistant,1,DDT,,,,"Service, 1964e",[145]
NIGERIA,Kangimi,10.73,7.6,"Sept, 1963",1963,1963,,,9,9,9,9,9,9,AC,1,,,,An. funestus s.s.,284,,,,,Resistant,1,Dieldrin,,,,"Service, 1964e",[145]
NIGERIA,Kangimi,10.73,7.6,"Sept, 1963",1963,1963,,,9,9,9,9,9,9,AC,1,,,,An. funestus s.s.,78,,,,,,,,,,,"Service, 1964e",[145]
NIGERIA,Lagos,6.45,3.4,June - Oct 1964,1964,1964,Exit Window traps,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,1153,,,,,,,,,,huts sprayed with dichlorvos,Bar-Zeev 1965,[82]
NIGERIA,"Lagos (Alimosho, Akinogun, lgbogila, Amulegboniyun, Akowonjo)",6.45,3.4,1965,1965,1965,"IR, exit window trap, door traps",IR + ETC,2,0,2,0,0,0,AC,1,Morphology,,,An. gambiae s.l,41.7,,,,,,,,,,"IRS with Bromophos. Average hut density  of mosquito given, not absolute nos","Pant & Self, 1966",[41]
NIGERIA,Kaduna area,10.52,7.44,1965,1965,1965,"IR, exit window trap, door traps",IR + ETC,2,0,2,0,0,0,AC,1,Morphology,,,An. gambiae s.l,54,,,,,,,,,,"IRS with Bromophos. Average hut density  of mosquito given, not absolute nos","Pant & Self, 1966",[41]
NIGERIA,Kaduna area,10.52,7.44,1965,1965,1965,"IR, exit window trap, door traps",IR + ETC,2,0,2,0,0,0,AC,1,Morphology,,,An. funestus complex,133.9,,,,,,,,,,"IRS with Bromophos. Average hut density  of mosquito given, not absolute nos","Pant & Self, 1966",[41]
NIGERIA,Natsini,12.14,4.77,"March, 1965",1965,1965,IR,IR,1,0,0,0,0,0,AC,1,Single pair matings,,Cross mating,An. gambiae s.l,130,,,,,,,,,,,"Ramsdale & Leport, 1967",[114]
NIGERIA,Ibadan,7.39,3.9,"27 July - 3 Aug, 1965",1965,1965,IR,IR,1,0,0,0,0,0,AC,1,Single pair matings,,Cross mating,An. gambiae s.s.,35,,,,,,,,,,,"Ramsdale & Leport, 1967",[114]
NIGERIA,Ibadan,7.39,3.9,"28 Feb - 9 March, 1966",1966,1966,IR,IR,1,0,0,0,0,0,AC,1,Single pair matings,,Cross mating,An. arabiensis,4,,,,,,,,,,,"Ramsdale & Leport, 1967",[114]
NIGERIA,Ibadan,7.39,3.9,"28 Feb - 9 March, 1966",1966,1966,IR,IR,1,0,0,0,0,0,AC,1,Single pair matings,,Cross mating,An. gambiae s.s.,39,,,,,,,,,,,"Ramsdale & Leport, 1967",[114]
NIGERIA,Ibadan,7.39,3.9,"26 - 31 May, 1966",1966,1966,IR,IR,1,0,0,0,0,0,AC,1,Single pair matings,,Cross mating,An. gambiae s.s.,17,,,,,,,,,,,"Ramsdale & Leport, 1967",[114]
NIGERIA,Kankiya ,12.54,7.83,1967,1967,1967,"HLC, PSC",HLC + PSC,0,2,0,2,0,0,AC,1,,,,An. gambiae s.l,797,,,3.75,,,,,,,Total no dissected for Aug to Nov 1967,"Garrett-Jones & Shidrawi, 1969",[90]
NIGERIA,Kankiya ,12.54,7.83,1967,1967,1967,"HLC, PSC",HLC + PSC,0,2,0,2,0,0,AC,1,,,,An. gambiae s.l,871,,,1.02,,,,,,,Total no dissected for Aug to Nov 1967. Huts sprayed with DDT,"Garrett-Jones & Shidrawi, 1969",[90]
NIGERIA,Kaduna,10.52,7.44,1967 - 1968,1967,1968,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,11.3,,,,,,,,,,Sprayed with OMS-33. Average number per house given,Wright et al 1969,[146]
NIGERIA,Kaduna,10.52,7.44,1967 - 1968,1967,1968,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,0.7,,,,,,,,,,Average number per house given,Wright et al 1969,[146]
NIGERIA,Kaduna,10.52,7.44,1967 - 1968,1967,1968,Exit trap collection,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,14.2,,,,,,,,,,Sprayed with OMS-33. Average number per house given,Wright et al 1969,[146]
NIGERIA,Kaduna,10.52,7.44,1967 - 1968,1967,1968,Exit trap collection,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,0.7,,,,,,,,,,Average number per house given,Wright et al 1969,[146]
NIGERIA,Kaduna,10.52,7.44,1967 - 1968,1967,1968,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,70.1,,,,,,,,,,Average number per house given,Wright et al 1969,[146]
NIGERIA,Kaduna,10.52,7.44,1967 - 1968,1967,1968,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,1.1,,,,,,,,,,Sprayed with OMS-33. Average number per house given,Wright et al 1969,[146]
NIGERIA,Kaduna,10.52,7.44,1967 - 1968,1967,1968,Exit trap collection,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,47.7,,,,,,,,,,Average number per house given,Wright et al 1969,[146]
NIGERIA,Kaduna,10.52,7.44,1967 - 1968,1967,1968,Exit trap collection,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,1.1,,,,,,,,,,Sprayed with OMS-33. Average number per house given,Wright et al 1969,[146]
NIGERIA,Kaduna area,10.52,7.44,1967,1967,1967,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,4.9,,,,,,,,,,Average densities per hut given,"Pant et al., 1968",[87]
NIGERIA,Kaduna area,10.52,7.44,1967,1967,1967,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,2.3,,,,,,,,,,Average densities per hut given. Sprayed with OMS-597,"Pant et al., 1968",[87]
NIGERIA,Kaduna area,10.52,7.44,1967,1967,1967,Exit door traps,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,1.6,,,,,,,,,,Average densities per hut given. Sprayed with OMS-597,"Pant et al., 1968",[87]
NIGERIA,Kaduna area,10.52,7.44,1967,1967,1967,Exit door traps,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,5.6,,,,,,,,,,Average densities per hut given,"Pant et al., 1968",[87]
NIGERIA,Kaduna area,10.52,7.44,1967,1967,1967,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,19.8,,,,,,,,,,Average densities per hut given,"Pant et al., 1968",[87]
NIGERIA,Kaduna area,10.52,7.44,1967,1967,1967,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,1.6,,,,,,,,,,Average densities per hut given. Sprayed with OMS-597,"Pant et al., 1968",[87]
NIGERIA,Kaduna area,10.52,7.44,1967,1967,1967,Exit door traps,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,1.5,,,,,,,,,,Average densities per hut given. Sprayed with OMS-597,"Pant et al., 1968",[87]
NIGERIA,Kaduna area,10.52,7.44,1967,1967,1967,Exit door traps,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,19.6,,,,,,,,,,Average densities per hut given,"Pant et al., 1968",[87]
NIGERIA,Kujama District of Zaria,11.11,7.73,1968,1968,1968,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,61,,,,,,,,,,IRS with MOBAM. Numbers given here are those of females whose abdominals were examined as reported by the authors,"Pant et al., 1969",[88]
NIGERIA,Kujama District of Zaria,11.11,7.73,1968,1968,1968,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,88,,,,,,,,,,IRS with MOBAM. Numbers given here are those of females whose abdominals were examined as reported by the authors,"Pant et al., 1969",[88]
NIGERIA,Kujama District of Zaria,11.11,7.73,1968,1968,1968,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,853,,,,,,,,,,Unsprayed area. Numbers given here are those of females whose abdominals were examined as reported by the authors,"Pant et al., 1969",[88]
NIGERIA,Kujama District of Zaria,11.11,7.73,1968,1968,1968,SC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,2104,,,,,,,,,,Unsprayed area. Numbers given here are those of females whose abdominals were examined as reported by the authors,"Pant et al., 1969",[88]
NIGERIA,Kujama District of Zaria,11.11,7.73,1968,1968,1968,Door exit trap,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,258,,,,,,,,,,IRS with MOBAM. Numbers given here are those of females whose abdominals were examined as reported by the authors,"Pant et al., 1969",[88]
NIGERIA,Kujama District of Zaria,11.11,7.73,1968,1968,1968,Door exit trap,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,353,,,,,,,,,,IRS with MOBAM. Numbers given here are those of females whose abdominals were examined as reported by the authors,"Pant et al., 1969",[88]
NIGERIA,Kujama District of Zaria,11.11,7.73,1968,1968,1968,Door exit trap,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,657,,,,,,,,,,Unsprayed area. Numbers given here are those of females whose abdominals were examined as reported by the authors,"Pant et al., 1969",[88]
NIGERIA,Kujama District of Zaria,11.11,7.73,1968,1968,1968,Door exit trap,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,1227,,,,,,,,,,Unsprayed area. Numbers given here are those of females whose abdominals were examined as reported by the authors,"Pant et al., 1969",[88]
NIGERIA,Kaduna area,10.52,7.44,1968,1968,1968,"SC, HLC, Door exit trap",PSC + HLC + ETC,0,2,2,2,0,0,AC,1,Morphology,,Morph only,An. gambiae s.l,52.1,,,,,,,,,,"IRS with Bromophos. Average hut density  of mosquito given, not absolute nos","Pant & Self, 1969b",[89]
NIGERIA,Kaduna area,10.52,7.44,1968,1968,1968,"SC, HLC, Door exit trap",PSC + HLC + ETC,0,2,2,2,0,0,AC,1,Morphology,,Morph only,An. funestus complex,100.5,,,,,,,,,,"IRS with Bromophos. Average hut density  of mosquito given, not absolute nos","Pant & Self, 1969b",[89]
NIGERIA,Kaduna area,10.52,7.44,March - May 1969,1969,1969,"IR, LC",IR + LC,2,0,0,0,0,2,"AC, LC",3,Chromosome,,Chromosome,An. gambiae s.s.,1106,,,5.2,,,,,,,,"Service, 1970",[39]
NIGERIA,Kaduna area,10.52,7.44,March - May 1969,1969,1969,"IR, LC",IR + LC,2,0,0,0,0,2,"AC, LC",3,Chromosome,,Chromosome,An. arabiensis,239,,,6.1,,,,,,,,"Service, 1970",[39]
NIGERIA,Garki district,12.44,9.19,Sept - Dec 1969,1969,1969,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,41,,,,,,,,,,,"Shidrawi, 1972",[117]
NIGERIA,Garki district,12.44,9.19,Sept - Dec 1969,1969,1969,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,649,,,,,,,,,,,"Shidrawi, 1972",[117]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,1661,,,,,,,,,,,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,1261,,,,,,,,,,Sprayed with OMS-597,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,Exit trap collection,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,1144,,,,,,,,,,,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,Exit trap collection,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,342,,,,,,,,,,Sprayed with OMS-597,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,3103,,,,,,,,,,,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,288,,,,,,,,,,Sprayed with OMS-597,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,Exit trap collection,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,1798,,,,,,,,,,,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,Exit trap collection,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,143,,,,,,,,,,Sprayed with OMS-597,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,84,,,,,,,,,,,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,70,,,,,,,,,,Sprayed with OMS-597,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. funestus complex,141,,,,,,,,,,,Rosen et al 1970,[147]
NIGERIA,Kangimi,10.73,7.6,1969,1969,1969,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. funestus complex,40,,,,,,,,,,Sprayed with OMS-597,Rosen et al 1970,[147]
NIGERIA,Garki district,12.44,9.19,July - Oct 1970,1970,1970,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,244,,,,,,,,,,,"Shidrawi, 1972",[117]
NIGERIA,Garki district,12.44,9.19,July - Oct 1970,1970,1970,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,1816,,,,,,,,,,,"Shidrawi, 1972",[117]
NIGERIA,Garki district,12.44,9.19,1970,1970,1970,ORC,ORC,0,0,0,0,1,0,AC,1,Chromosome,,Chromosome,An. gambiae s.l,199,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1970,1970,1970,ORC,ORC,0,0,0,0,1,0,AC,1,Chromosome,,Chromosome,An. funestus complex,32,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,28 Oct 1970 - 21 May 1972,1970,1972,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,21363,,,,,,,,,,,"Molineaux et al., 1976",[92]
NIGERIA,Garki district,12.44,9.19,28 Oct 1970 - 21 May 1972,1970,1972,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,6190,,,,,,,,,,,"Molineaux et al., 1976",[92]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,204,,,,,,,,,,Sprayed with Iodophos. Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.l,3551,,,,,,,,,,Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,373,,,,,,,,,,Sprayed with Iodophos. Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,6767,,,,,,,,,,Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,Door exit trap,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,314,,,,,,,,,,Sprayed with Iodophos. Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,Door exit trap,ETC,0,0,1,0,0,0,AC,1,,,,An. gambiae s.l,1153,,,,,,,,,,Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,Door exit trap,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,267,,,,,,,,,,Sprayed with Iodophos. Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,Door exit trap,ETC,0,0,1,0,0,0,AC,1,,,,An. funestus complex,2393,,,,,,,,,,Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,490,,,,,,,,,,Sprayed with Iodophos. Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1311,,,,,,,,,,Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. funestus complex,220,,,,,,,,,,Sprayed with Iodophos. Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,1970,1970,1970,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. funestus complex,1164,,,,,,,,,,Only no of females  given,Fontaine et al 1971,[91]
NIGERIA,Kaduna area,10.52,7.44,"Oct, 1971",1971,1971,"LC, HLC, Exit trap (Doors and windows)",LC + HLC  + ETC,0,0,2,2,0,2,"AC, LC",3,Chromosome,,Chromosome,An. gambiae s.s.,902,,,,,,,,,,,"White & Rosen, 1973",[118]
NIGERIA,Kaduna area,10.52,7.44,"Oct, 1971",1971,1971,"LC, HLC, Exit trap (Doors and windows)",LC + HLC  + ETC,0,0,2,2,0,2,"AC, LC",3,Chromosome,,Chromosome,An. arabiensis,159,,,,,,,,,,,"White & Rosen, 1973",[118]
NIGERIA,Garki district,12.44,9.19,1971 - 1973,1971,1973,"HLC, SC",HLC + PSC,0,2,0,2,0,0,AC,1,,,,An. arabiensis,1622,,,,,,,,,,,Molineaux et al 1976,[92]
NIGERIA,Garki district,12.44,9.19,1971 - 1973,1971,1973,"HLC, SC",HLC + PSC,0,2,0,2,0,0,AC,1,,,,An. gambiae s.l,17209,,,,,,,,,,,Molineaux et al 1979,[148]
NIGERIA,Garki district,12.44,9.19,1971 - 1973,1971,1973,"HLC, SC",HLC + PSC,0,2,0,2,0,0,AC,1,,,,An. funestus complex,4103,,,,,,,,,,,Molineaux et al 1979,[148]
NIGERIA,Garki district,12.44,9.19,"Aug, 1971",1971,1971,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,442,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,"Aug, 1971",1971,1971,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,1394,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,"Aug, 1971",1971,1971,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,108,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,"Aug, 1971",1971,1971,"Net trap outdoors, human bait",NET CATCH + HUMAN BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,319,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,"Aug, 1971",1971,1971,"HLC, outdoors",HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,3,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,"Aug, 1971",1971,1971,"HLC, outdoors",HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,27,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,"Aug, 1971",1971,1971,Animal bait (donkey),ANIMAL BAIT,0,0,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,30,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,"Aug, 1971",1971,1971,Outdoor resting collections,ORC,0,0,0,0,1,0,AC,1,Chromosome,,Chromosome,An. arabiensis,36,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.l,1473,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.l,10837,,,,,,,,,,huts sprayed with propoxur,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,1971,1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,Chromosome,,Chromosome,An. funestus complex,2343,,,,,,,,,,,Molineaux and Gramiccia 1980,[93]
NIGERIA,Garki district,12.44,9.19,"21 Jun - 7 Nov, 1971",1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,1473,,,,,,,,,,,"Molineaux et al., 1976",[92]
NIGERIA,Garki district,12.44,9.19,"21 Jun - 7 Nov, 1971",1971,1971,HLC,HLC,0,0,0,1,0,0,AC,1,,,,An. gambiae s.l,10837,,,,,,,,,,Huts treated with propoxur,"Molineaux et al., 1976",[92]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,967,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,1139,,,,,,,,,,,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. gambiae s.s.,10,,,,,,,,,,huts sprayed with propoxur,Coluzzi et al 1975,[119]
NIGERIA,Garki district,12.44,9.19,July - Sept 1972,1972,1972,PSC,PSC,0,1,0,0,0,0,AC,1,Chromosome,,Chromosome,An. arabiensis,11,,,,,,,,,,huts sprayed with propoxur,Coluzzi et al 1975,[119]
