,loc,,,,,,,,,,,,,,,,,,,sp,no,,,spz,%FILARIA,IR_character,IR,,,allele,,,
COUNTRY,,LAT,LONG,TIME PERIOD OF STUDY,YEAR START,YEAR END,COLLECTION METHOD,METHOD OF SAMPLING COLLECTION,"SAMPLING METHOD_IR (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_PSC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ETC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_HLC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ORC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_LC (0- No, 1- Yes, 2- In combination, 9- Unknown)",STAGE OF COLLECTION,"COLLECTION STAGE (1- AC,2- LC,3- AC+LC, 4- LC+PC, 9-Unknown)",MORPHOLOGICAL IDENTIFICATION METHOD,MOLECULAR IDENTIFICATION METHOD,ID METHOD,,,S form,M form, ,,,,,KDR allele,,Comment,AUTHOR,REFERENCE
NIGERIA,Lafia,8.52,8.48,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,14,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Lokoja,7.8,6.74,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,20,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Lokoja,7.8,6.74,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,30,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Makurdi,7.74,8.51,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,4,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Makurdi,7.74,8.51,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,26,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Kwenev,8.02,10.42,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,50,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Otukpo,6.82,8.67,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,50,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Ogbomosho,8.13,4.27,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,50,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Enugu,6.44,7.49,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,50,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Okigwe,5.45,7.15,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,49,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Okigwe,5.45,7.15,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,1,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Lagos,6.45,3.4,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,50,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Kajola,7.21,5.38,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,6,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Kajola,7.21,5.38,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,64,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Benin,6.34,5.63,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,23,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Benin,6.34,5.63,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,10,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Oghara,5.58,5.85,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,70,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Sapele,5.9,5.68,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,4,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Sapele,5.9,5.68,May - Jun 1999,1999,1999,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,46,,,,,,,,,,,"Onyabe and Conn, 2001a",[28]
NIGERIA,Gwamlar,8.83,7.86,1999,1999,1999,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,52,52,0,,,,,,,,,Lehmann et al 2003,[[102]
NIGERIA,Gwamlar,8.83,7.86,"July, 1999",1999,1999,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,14,14,0,,,,,,,,,Lehmann et al 2009,[103]
NIGERIA,Jos Plateau,10,9.5,Aug 1999 - Nov 2001,1999,2001,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. gambiae s.s.,587,,,,9.2,,,,,,,Lenhart et al 2007,[24]
NIGERIA,Jos Plateau,10,9.5,Aug 1999 - Nov 2001,1999,2001,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. arabiensis,108,,,,11.1,,,,,,,Lenhart et al 2007,[24]
NIGERIA,Jos Plateau,10,9.5,Aug 1999 - Nov 2001,1999,2001,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. funestus complex ,1352,,,,1.1,,,,,,,Lenhart et al 2007,[24]
NIGERIA,Bida,9.08,6.02,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,44,38,6,,,,,,,,,"Onyabe et al., 2003",[30]
NIGERIA,Okigwe,5.45,7.15,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,45,44,1,,,,,,,,,"Onyabe et al., 2003",[30
NIGERIA,Kwenev,8.02,10.42,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,44,5,39,,,,,,,,,"Onyabe et al., 2003",[30]
NIGERIA,Lagos,6.45,3.4,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,43,0,43,,,,,,,,,"Onyabe et al., 2003",[30]
NIGERIA,Plateau and Nassarawa area,8.85,8.74,1999 - 2002,1999,2002,IR,IR,1,0,0,0,0,0,AC,1,,,,An. gambiae s.l,453,,,,0.25,,,,,,Designated as mass-treatment zones for the control of onchocerciasis.  Average of latitude and longitude of plateau and Nassarawa state was used. ,"Richards et al., 2005",[68]
NIGERIA,Plateau and Nassarawa area,8.85,8.74,1999 - 2002,1999,2002,IR,IR,1,0,0,0,0,0,AC,1,,,,An. funestus complex,795,,,,0.44,,,,,,Designated as mass-treatment zones for the control of onchocerciasis.  Average of latitude and longitude of plateau and Nassarawa state was used. ,"Richards et al., 2005",[68]
NIGERIA,Plateau and Nassarawa area,8.85,8.74,1999 - 2002,1999,2002,IR,IR,1,0,0,0,0,0,AC,1,,,,An. gambiae s.l,117,,,,2.99,,,,,,Designated as mass-treatment zones for the control of onchocerciasis.  Average of latitude and longitude of plateau and Nassarawa state was used. ,"Richards et al., 2005",[68]
NIGERIA,Plateau and Nassarawa area,8.85,8.74,1999 - 2002,1999,2002,IR,IR,1,0,0,0,0,0,AC,1,,,,An. funestus complex,134,,,,4.94,,,,,,Designated as mass-treatment zones for the control of onchocerciasis.  Average of latitude and longitude of plateau and Nassarawa state was used. ,"Richards et al., 2005",[68]
NIGERIA,Maiganga,8.87,11.45,1999 - 2002,1999,2002,IR,IR,1,0,0,0,0,0,AC,1,,,,An. gambiae s.l,493,,,,1.74,,,,,,Designated as mass-treatment zones for the control of onchocerciasis.  ,"Richards et al., 2005",[68]
NIGERIA,Maiganga,8.87,11.45,1999 - 2002,1999,2002,IR,IR,1,0,0,0,0,0,AC,1,,,,An. funestus complex,460,,,,1.42,,,,,,Designated as mass-treatment zones for the control of onchocerciasis.  ,"Richards et al., 2005",[68]
NIGERIA,Seri,9.4,9.7,1999 - 2002,1999,2002,IR,IR,1,0,0,0,0,0,AC,1,,,,An. gambiae s.l,727,,,,0,,,,,,,"Richards et al., 2005",[68]
NIGERIA,Seri,9.4,9.7,1999 - 2002,1999,2002,IR,IR,1,0,0,0,0,0,AC,1,,,,An. funestus complex,21,,,,4.67,,,,,,,"Richards et al., 2005",[68]
NIGERIA,Otukpo,6.82,8.67,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,90,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Garki district,12.44,9.19,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,86,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Zaria,11.11,7.73,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,90,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Ogbomosho,8.13,4.27,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,90,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Kajola,7.21,5.38,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,98,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Oghara,5.58,5.85,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,104,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Giwa,11.18,7.27,May - Jun 1999,1999,1999,"LC, PC",LC + PSC,0,2,0,0,0,2,"AC, LC",3,,"Scott et al., 1993",PCR,An. arabiensis,82,,,,,,,,,,,"Onyabe and Conn, 2001b",[29]
NIGERIA,Bakin-Kogi,10.06,10.33,"Jun, 1999",1999,1999,IR,IR,1,0,0,0,0,0,AC,1,"Gillies & De Meillon, 1968","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,57,,,,,,,,,,,"Michel et al., 2005",[116]
NIGERIA,"Lemu surbub, lagos",6.47,3.37,Jan - Dec 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,295,,,3.6,,,,,,,,Awolola et al 2002a,[25]
NIGERIA,"Lemu surbub, lagos",6.47,3.37,Jan - Dec 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. melas,188,,,1.9,,,,,,,,Awolola et al 2002a,[25]
NIGERIA,"Lemu surbub, lagos",6.47,3.37,Jan - Dec 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,9,,,0,,,,,,,,Awolola et al 2002a,[25]
NIGERIA,"Lemu surbub, lagos",6.47,3.37,Jan - Dec 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,Morphology,,Morph only,An. moucheti,184,,,1.8,,,,,,,,Awolola et al 2002a,[25]
NIGERIA,"Lemu surbub, lagos",6.47,3.37,Jan - Dec 2000,2000,2000,PSC,PSC,0,1,0,0,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,515,,,,,,,,,,,Awolola et al 2002a,[25]
NIGERIA,"Lemu surbub, lagos",6.47,3.37,Jan - Dec 2000,2000,2000,PSC,PSC,0,1,0,0,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. melas,338,,,,,,,,,,,Awolola et al 2002a,[25]
NIGERIA,"Lemu surbub, lagos",6.47,3.37,Jan - Dec 2000,2000,2000,PSC,PSC,0,1,0,0,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,82,,,,,,,,,,,Awolola et al 2002a,[25]
NIGERIA,"Lemu surbub, lagos",6.47,3.37,Jan - Dec 2000,2000,2000,PSC,PSC,0,1,0,0,0,0,AC,1,Morphology,,Morph only,An. moucheti,201,,,,,,,,,,,Awolola et al 2002a,[25]
NIGERIA,Calabar,4.57,7,Aug - Oct 2000,2000,2000,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993; Favia et al., 1997",PCR,An. gambiae s.s.,43,41,2,,,,,,,,,"Onyabe et al., 2003",[97]
NIGERIA,Lagos,6.45,3.4,Jan - Dec 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,435,,,6.6,,,,,,,,Oyewole & Awolola 2006,[133]
NIGERIA,Lagos,6.45,3.4,Jan - Dec 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,342,,,3.1,,,,,,,,Oyewole & Awolola 2006,[133]
NIGERIA,Lagos,6.45,3.4,Jan - Dec 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,239,,,1.8,,,,,,,,Oyewole & Awolola 2006,[133]
NIGERIA,Lagos,6.45,3.4,Jan - Dec 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. rivulorum,162,,,0,,,,,,,,Oyewole & Awolola 2006,[133]
NIGERIA,Ibadan,7.39,3.9,Aug - Oct 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1997",Morph and PCR,An. gambiae s.s.,890,666,224,5.6,,,,,,,,"Awolola et al., 2003b",[98]
NIGERIA,Ibadan,7.39,3.9,Aug - Oct 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,624,,,4,,,,,,,,"Awolola et al., 2003b",[98]
NIGERIA,Ibadan,7.39,3.9,Aug - Oct 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,408,,,4.3,,,,,,,,"Awolola et al., 2003b",[98]
NIGERIA,Ibadan,7.39,3.9,Aug - Oct 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. rivulorum,214,,,0,,,,,,,,"Awolola et al., 2003b",[98]
NIGERIA,Ibadan,7.39,3.9,Aug - Oct 2000,2000,2000,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & Coetzee, 1987",,Morph only,An. hancocki,40,,,0,,,,,,,,"Awolola et al., 2003b",[98]
NIGERIA,Ajana-Liyebi,6.95,3.5,July 2001 - july 2002,2001,2002,CDC light trap,CDC light trap,0,0,0,0,0,0,AC,1,"Gillettt, 1972",,Morph only,An. moucheti,1628,,,,,,,,,,,"Amusan et al., 2005",[152]
NIGERIA,Ajana-Liyebi,6.95,3.5,July 2001 - july 2002,2001,2002,CDC light trap,CDC light trap,0,0,0,0,0,0,AC,1,"Gillettt, 1972",,Morph only,An. funestus complex,633,,,,,,,,,,,"Amusan et al., 2005",[152]
NIGERIA,Ajana-Liyebi,6.95,3.5,July 2001 - july 2002,2001,2002,CDC light trap,CDC light trap,0,0,0,0,0,0,AC,1,"Gillettt, 1972",,Morph only,An. nili,433,,,,,,,,,,,"Amusan et al., 2005",[152]
NIGERIA,Ajana-Liyebi,6.95,3.5,July 2001 - july 2002,2001,2002,CDC light trap,CDC light trap,0,0,0,0,0,0,AC,1,"Gillettt, 1972",,Morph only,An. gambiae s.l,2115,,,,,,,,,,,"Amusan et al., 2005",[152]
NIGERIA,Ikenne,6.87,3.72,July 2001 - july 2002,2001,2002,CDC light trap,CDC light trap,0,0,0,0,0,0,AC,1,"Gillettt, 1972",,Morph only,An. moucheti,1900,,,,,,,,,,,"Amusan et al., 2005",[152]
NIGERIA,Ikenne,6.87,3.72,July 2001 - july 2002,2001,2002,CDC light trap,CDC light trap,0,0,0,0,0,0,AC,1,"Gillettt, 1972",,Morph only,An. funestus complex,1556,,,,,,,,,,,"Amusan et al., 2005",[152]
NIGERIA,Ikenne,6.87,3.72,July 2001 - july 2002,2001,2002,CDC light trap,CDC light trap,0,0,0,0,0,0,AC,1,"Gillettt, 1972",,Morph only,An. nili,804,,,,,,,,,,,"Amusan et al., 2005",[152]
NIGERIA,Ikenne,6.87,3.72,July 2001 - july 2002,2001,2002,CDC light trap,CDC light trap,0,0,0,0,0,0,AC,1,"Gillettt, 1972",,Morph only,An. gambiae s.l,1554,,,,,,,,,,,"Amusan et al., 2005",[152]
NIGERIA,Kobape,7.03,3.45,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. gambiae s.s.,79,63,16,,,Resistant,1,Permethrin and DDT,,,,"Kristan et al., 2003",[153]
NIGERIA,Kobape,7.03,3.45,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. arabiensis,5,,,,,Resistant,1,Permethrin and DDT,,,,"Kristan et al., 2003",[153]
NIGERIA,Olugbo,7.22,3.62,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. gambiae s.s.,29,23,6,,,Resistant,1,DDT,,,,"Kristan et al., 2003",[153]
NIGERIA,Olugbo,7.22,3.62,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. arabiensis,1,,,,,Resistant,1,DDT,,,,"Kristan et al., 2003",[153]
NIGERIA,Aiyetoro,7.46,3.34,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. gambiae s.s.,20,2,18,,,Resistant,1,DDT,,,,"Kristan et al., 2003",[153]
NIGERIA,Aiyetoro,7.46,3.34,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. arabiensis,87,,,,,Resistant,1,DDT,,,,"Kristan et al., 2003",[153]
NIGERIA,Abeokuta (Lantoro),7.15,3.35,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. gambiae s.s.,7,6,1,,,Resistant,1,Permethrin and DDT,,,,"Kristan et al., 2003",[153]
NIGERIA,Abeokuta (Lantoro),7.15,3.35,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. arabiensis,181,,,,,Resistant,1,Permethrin and DDT,,,,"Kristan et al., 2003",[153]
NIGERIA,Abeokuta (Obantoro),7.15,3.35,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. gambiae s.s.,47,41,6,,,Resistant,1,Permethrin,,,,"Kristan et al., 2003",[153]
NIGERIA,Abeokuta (Obantoro),7.15,3.35,"July, 2001",2001,2001,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968","Scott et al., 1993; Fanello et al., 2002",Morph and PCR,An. arabiensis,61,,,,,Resistant,1,Permethrin,,,,"Kristan et al., 2003",[153]
NIGERIA,Igbo-ora,7.43,3.28,June - July 2001 and Aug - Sept 2001,2001,2001,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. gambiae s.l,989,,,6.5,,,,,,,,"Noutcha & Anumdu, 2009",[154]
NIGERIA,Igbo-ora,7.43,3.28,June - July 2001 and Aug - Sept 2001,2001,2001,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. gambiae s.s.,239,,,,,,,,,,,"Noutcha & Anumdu, 2009",[154]
NIGERIA,Igbo-ora,7.43,3.28,June - July 2001 and Aug - Sept 2001,2001,2001,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. arabiensis,27,,,,,,,,,,,"Noutcha & Anumdu, 2009",[154]
NIGERIA,"Kobape, Olugbo",7.13,3.53,2001,2001,2001,LC,LC,0,0,0,0,0,1,LC,2,,"Fanello et al., 2002",PCR,An. gambiae s.s.,90,49,41,,,,,,,,,Santolamazza et al 2008,[100]
NIGERIA,Adim,5.74,8.04,April 2001 - March 2002,2001,2002,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. gambiae s.s.,41,,,,,,,,,,Sporozoite rate of 22% given for Anopheline mosquitoes. Contribution of each species were not given,"Ogba et al., 2007",[155]
NIGERIA,Adim,5.74,8.04,April 2001 - March 2002,2001,2002,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. funestus complex,27,,,,,,,,,,Sporozoite rate of 22% given for Anopheline mosquitoes. Contribution of each species were not given,"Ogba et al., 2007",[155]
NIGERIA,Abeokuta,7.15,3.35,Oct 2001 -Aug 2002,2001,2002,"HLC, PSC",HLC + PSC,0,2,0,2,0,0,AC,1,Morphology,,Morph only,An. gambiae s.l,737,,,,,,,,,,,"Amusan et al., 2003",[156]
NIGERIA,Birnin Kebbi Area,12.45,4.2,1956,1956,1956,,,9,9,9,9,9,9,,9,,,,An. arabiensis,,,,,,,,,,,,DAVIDSON & JACKSON 1962,[157]
NIGERIA,Birnin Kebbi Area,12.45,4.2,1956,1956,1956,,,9,9,9,9,9,9,,9,,,,An. arabiensis,,,,,,,,,,,,DAVIDSON & JACKSON 1962,[157]
NIGERIA,Birnin Kebbi Area,12.45,4.2,1956,1956,1956,,,9,9,9,9,9,9,,9,,,,An. gambiae s.s.,,,,,,,,,,,,DAVIDSON & JACKSON 1962,[157]
NIGERIA,Birnin Kebbi Area,12.45,4.2,1961,1961,1961,,,9,9,9,9,9,9,,9,,,,An. gambiae s.s.,,,,,,,,,,,,DAVIDSON & JACKSON 1962,[157]
NIGERIA,Birnin Kebbi Area,12.45,4.2,1962,1962,1962,,,9,9,9,9,9,9,AC,1,,,,An. gambiae s.s.,,,,,,,,,,,,DAVIDSON & JACKSON 1962,[157]
NIGERIA,Orlu ,5.8,7.04,May - Oct 2002,2002,2002,LC,LC,0,0,0,0,0,1,LC,2,"Edwards, 1941; Gillett, 1972",,Morph only,An. coustani,40,,,,,,,,,,,Anosike et al 2007,[158]
NIGERIA,Orlu ,5.8,7.04,May - Oct 2002,2002,2002,LC,LC,0,0,0,0,0,1,LC,2,"Edwards, 1941; Gillett, 1972",,Morph only,An. funestus complex,19,,,,,,,,,,,Anosike et al 2007,[158]
NIGERIA,Orlu ,5.8,7.04,May - Oct 2002,2002,2002,LC,LC,0,0,0,0,0,1,LC,2,"Edwards, 1941; Gillett, 1972",,Morph only,An. gambiae s.l,72,,,,,,,,,,,Anosike et al 2007,[158]
NIGERIA,Idi-iroko,6.87,2.73,April - June 2002,2002,2002,IR,IR,1,0,0,0,0,0,AC,1,Morphology,"Scott et al., 1993",Morph and PCR,An. gambiae s.s.,322,,,,,Resistant,1,"Deltamethrin, Permethrin and DDT",present,1,,Awolola et al 2002b,[159]
NIGERIA,Ipokia,6.53,2.85,April - June 2002,2002,2002,IR,IR,1,0,0,0,0,0,AC,1,Morphology,"Scott et al., 1993",Morph and PCR,An. gambiae s.s.,264,,,,,Resistant,1,"Deltamethrin, Permethrin and DDT",present,1,,Awolola et al 2002b,[159]
NIGERIA,Alakia,8.82,4.65,April - June 2002,2002,2002,IR,IR,1,0,0,0,0,0,AC,1,Morphology,"Scott et al., 1993",Morph and PCR,An. gambiae s.s.,312,,,,,Resistant,1,"Deltamethrin, Permethrin and DDT",present,1,,Awolola et al 2002b,[159]
NIGERIA,Masifa,8.03,4.13,April - June 2002,2002,2002,IR,IR,1,0,0,0,0,0,AC,1,Morphology,"Scott et al., 1993",Morph and PCR,An. gambiae s.s.,283,,,,,Susceptible,0,"Deltamethrin, Permethrin and DDT",Absent,0,,Awolola et al 2002b,[159]
NIGERIA,Masifa,8.03,4.13,April - June 2002,2002,2002,IR,IR,1,0,0,0,0,0,AC,1,Morphology,"Scott et al., 1993",Morph and PCR,An. arabiensis,,,,,,Susceptible,0,"Deltamethrin, Permethrin and DDT",Absent,0,,Awolola et al 2002b,[159]
NIGERIA,"Idi-iroko, Ipokia, Alakia, Masifa",7.42,3.43,April - June 2002,2002,2002,IR,IR,1,0,0,0,0,0,AC,1,Morphology,"Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,898,593,305,,,Resistant,1,"Deltamethrin, Permethrin and DDT",present,1, Latiude and longitude midpoint of region taken,Awolola et al 2003,[97]
